name,market ,funding_total_usd ,status,country_code,region,city,funding_rounds,founded_at,founded_month,found_quarter,founded_quarter,founded_year,first_funding_at,last_funding_at,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,post_ipo_equity,post_ipo_debt,secondary_market,product_crowdfunding,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H
Kustom Codes, Mobile ,100000,operating,IND,Ahmedabad,Ahmedabad,2,6/1/2011,2011-08,3,2011-Q3,2011,5/14/2013,10/13/2014,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kwaab, E-Commerce , NA   ,operating,IND,New Delhi,Gurgaon,1,6/5/2011,,,,2011,5/15/2013,2/19/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LabourNet, Social Media , NA   ,operating,IND,Bangalore,Bangalore,1,7/1/2011,2008-01,1,2008-Q1,2011,5/16/2013,12/18/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Langhar,,110000,operating,IND,Delhi,Delhi,2,7/15/2011,2013-08,3,2013-Q3,2011,5/20/2013,12/23/2013,0,0,0,0,0,110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laurus Labs, Pharmaceuticals ,90000000,operating,IND,Hyderabad,Hyderabad,1,7/20/2011,2005-01,1,2005-Q1,2011,5/21/2013,10/30/2014,0,90000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Learnhive, Education ,400000,operating,IND,Bangalore,Bangalore,1,7/28/2011,2010-12,4,2010-Q4,2011,5/21/2013,5/29/2013,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Learnpedia Edutech Solutions, Education , NA   ,operating,IND,Hyderabad,Hyderabad,1,8/18/2011,,,,2011,5/27/2013,2/10/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lenskart.com, Online Shopping ,14000000,operating,IND,New Delhi,New Delhi,2,8/24/2011,2010-01,1,2010-Q1,2011,5/28/2013,12/1/2012,0,14000000,0,0,0,0,0,0,0,0,0,0,0,4000000,10000000,0,0,0,0,0,0
letsmote.com, Social Media ,"80,000",operating,IND,Mumbai,Mumbai,1,8/29/2011,2013-05,2,2013-Q2,2011,5/28/2013,3/3/2012,80000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LetsVenture, Internet ,650000,operating,IND,Bangalore,Bangalore,1,9/1/2011,2013-01,1,2013-Q1,2011,5/29/2013,5/13/2014,650000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LimeRoad, Social Media ,20000000,operating,IND,New Delhi,Gurgaon,2,9/1/2011,2012-01,1,2012-Q1,2011,5/29/2013,5/5/2014,0,20000000,0,0,0,0,0,0,0,0,0,0,0,5000000,15000000,0,0,0,0,0,0
LinQMart, Brand Marketing ,"20,000",operating,IND,Bangalore,Bangalore City,2,9/1/2011,,,,2011,5/29/2013,10/2/2014,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIQVID, Education ,3000000,operating,IND,New Delhi,Noida,1,9/1/2011,2002-01,1,2002-Q1,2011,5/29/2013,8/1/2012,0,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Eye Labs, Testing , NA   ,acquired,IND,Bangalore,Bangalore,1,9/1/2011,2012-06,2,2012-Q2,2011,5/30/2013,6/1/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LivQuik, Mobile , NA   ,operating,IND,Mumbai,Mumbai,1,9/1/2011,2012-07,3,2012-Q3,2011,5/30/2013,8/5/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LocalBanya, Curated Web ,5000000,operating,IND,Mumbai,Mumbai,1,9/15/2011,2012-05,2,2012-Q2,2011,5/30/2013,1/9/2014,0,5000000,0,0,0,0,0,0,0,0,0,0,0,5000000,0,0,0,0,0,0,0
LogicLadder, Manufacturing ,275000,operating,IND,New Delhi,Gurgaon,1,10/1/2011,2011-05,2,2011-Q2,2011,6/1/2013,2/5/2014,0,0,0,0,0,0,275000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loylty Rewardz Management, Advertising ,4400000,operating,IND,Mumbai,Mumbai,1,10/1/2011,,,,2011,6/1/2013,10/3/2011,0,4400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucid Colloids, Finance ,27500000,operating,IND,New Delhi,Gurgaon,1,10/1/2011,,,,2011,6/1/2013,9/3/2014,0,27500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LurnQ, Education , NA   ,operating,IND,Mumbai,Mumbai,1,10/1/2011,2011-03,1,2011-Q1,2011,6/3/2013,6/2/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lybrate, Health and Wellness ,1230000,operating,IND,New Delhi,New Delhi,1,10/4/2011,2013-01,1,2013-Q1,2011,6/4/2013,9/10/2014,0,1230000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MadRat Games, Games ,1500000,operating,IND,Bangalore,Bangalore,2,10/10/2011,2010-01,1,2010-Q1,2011,6/4/2013,11/20/2014,0,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MagicRooms Solutions India (P)Ltd., Travel ,1490000,operating,IND,Bangalore,Bangalore,1,10/27/2011,,,,2011,6/5/2013,7/7/2010,0,1490000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharana Infrastructure and Professional Services Private Limited (MIPS), Education ,21600000,operating,IND,New Delhi,Noida,3,11/1/2011,,,,2011,6/7/2013,7/10/2014,0,21600000,0,0,0,0,0,0,0,0,0,0,0,8300000,13300000,0,0,0,0,0,0
Mahindra REVA, Automotive ,25000000,operating,IND,Bangalore,Bangalore,2,11/1/2011,1994-01,1,1994-Q1,2011,6/10/2013,9/1/2009,0,25000000,0,0,0,0,0,0,0,0,0,0,0,0,24000000,0,0,0,0,0,0
Maiyas Beverages And Foods, Food Processing ,16600000,operating,IND,Bangalore,Bangalore,1,11/1/2011,1988-01,1,1988-Q1,2011,6/11/2013,4/5/2014,0,16600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
makemyreturns.com, Finance , NA   ,operating,IND,Mumbai,Mumbai,1,11/20/2011,2012-04,2,2012-Q2,2011,6/13/2013,1/1/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MakeMyTrip.com, Transportation ,28000000,operating,IND,New Delhi,Gurgaon,2,12/1/2011,2000-01,1,2000-Q1,2011,6/13/2013,10/8/2007,0,28000000,0,0,0,0,0,0,0,0,0,0,0,0,13000000,15000000,0,0,0,0,0
Manas Informatic, Media ,160000,operating,IND,Mohali,Mohali,1,12/15/2011,2007-05,2,2007-Q2,2011,6/14/2013,2/2/2008,0,160000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mango Games, Games , NA   ,operating,IND,Hyderabad,Hyderabad,1,12/29/2011,2011-01,1,2011-Q1,2011,6/17/2013,2/14/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipal Acunova, Biotechnology , NA   ,operating,IND,Bangalore,Bangalore,1,1/1/2012,,,,2012,6/17/2013,12/2/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manthan Systems, Analytics ,56700000,operating,IND,Bangalore,Bangalore,6,1/1/2012,2003-01,1,2003-Q1,2012,6/20/2013,1/1/2013,0,56700000,0,0,0,0,0,0,0,0,0,0,0,5700000,30000000,15000000,4000000,0,0,0,0
MapMyIndia, E-Commerce , NA   ,operating,IND,New Delhi,New Delhi,1,1/1/2012,1992-01,1,1992-Q1,2012,6/20/2013,1/1/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Master Equation, iPhone ,"50,000",operating,IND,Pune,Pune,1,1/1/2012,2010-02,1,2010-Q1,2012,6/21/2013,2/15/2013,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matrimony.com, Classifieds ,20400000,operating,IND,Chennai,Chennai,2,1/1/2012,1997-04,2,1997-Q2,2012,6/24/2013,2/6/2008,0,20400000,0,0,0,0,0,0,0,0,0,0,0,8650000,11750000,0,0,0,0,0,0
Mayur Uniquoters Limited, Manufacturing ,18000000,operating,IND,Jaipur,Jaipur,1,1/1/2012,1994-01,1,1994-Q1,2012,6/26/2013,3/19/2014,0,18000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meal Mantra, Hospitality ,"10,000",operating,IND,Hyderabad,Hyderabad,1,1/1/2012,2014-01,1,2014-Q1,2012,6/28/2013,1/14/2014,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mealnut, Marketplaces ,"12,000",operating,IND,Pune,Pune,1,1/1/2012,2012-09,3,2012-Q3,2012,6/28/2013,9/1/2012,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medgenome Labs, Medical ,4000000,operating,IND,Bangalore,Bangalore,1,1/1/2012,,,,2012,6/30/2013,6/4/2014,0,4000000,0,0,0,0,0,0,0,0,0,0,0,4000000,0,0,0,0,0,0,0
Media Redefined, News ,4475000,operating,IND,New Delhi,Noida,2,1/1/2012,2009-01,1,2009-Q1,2012,7/1/2013,5/2/2014,2250000,0,0,0,2225000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MediAngels, Hospitality ,1000000,operating,IND,Mumbai,Mumbai,1,1/1/2012,,,,2012,7/1/2013,10/10/2014,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medine, Restaurants ,"60,000",operating,IND,Bangalore,Bengaluru,1,1/1/2012,,,,2012,7/2/2013,7/22/2013,0,0,0,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meditrina Hospital, Hospitality ,6000000,operating,IND,Thiruvananthapuram,Thiruvananthapuram,1,1/1/2012,2010-03,1,2010-Q1,2012,7/3/2013,9/5/2013,0,6000000,0,0,0,0,0,0,0,0,0,0,0,6000000,0,0,0,0,0,0,0
Medypal, Health Care ,400000,operating,IND,Bangalore,Bangalore,1,1/1/2012,2013-01,1,2013-Q1,2012,7/4/2013,1/8/2014,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MeraJob India, Information Technology ,3000000,operating,IND,New Delhi,New Delhi,1,1/1/2012,2012-08,3,2012-Q3,2012,7/8/2013,2/10/2014,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metro Telworks, Mobile ,4880000,operating,IND,Ahmedabad,Ahmedabad,1,1/1/2012,2004-01,1,2004-Q1,2012,7/8/2013,1/5/2010,0,4880000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mettl, Software ,4430000,operating,IND,New Delhi,Gurgaon,3,1/1/2012,2009-09,3,2009-Q3,2012,7/8/2013,8/13/2012,80000,4000000,0,0,0,0,350000,0,0,0,0,0,0,4000000,0,0,0,0,0,0,0
mGaadi, Public Transportation , NA   ,operating,IND,IND - Other,Kormangala,1,1/1/2012,,,,2012,7/8/2013,5/12/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Micro Housing Finance Corporation Limited, Finance ,5400000,operating,IND,Mumbai,Mumbai,1,1/1/2012,2008-05,2,2008-Q2,2012,7/9/2013,9/16/2013,0,0,0,0,0,0,0,0,5400000,0,0,0,0,0,0,0,0,0,0,0,0
Microland, Analytics ,18300000,operating,IND,Bangalore,Bangalore,2,1/1/2012,1989-01,1,1989-Q1,2012,7/10/2013,8/9/2006,0,18300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Micromax Informatics, Mobile ,88000000,operating,IND,New Delhi,Gurgaon,2,1/1/2012,1991-01,1,1991-Q1,2012,7/10/2013,9/20/2010,0,88000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mii - made in india,,250000,operating,IND,New Delhi,New Delhi,1,1/1/2012,2014-08,3,2014-Q3,2012,7/15/2013,8/10/2014,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milk Mantra, Health and Wellness ,13080000,operating,IND,Bhubaneswar,Bhubaneswar,2,1/1/2012,,,,2012,7/15/2013,6/30/2014,0,13080000,0,0,0,0,0,0,0,0,0,0,0,0,0,13080000,0,0,0,0,0
Minglebox, Social Media ,7000000,operating,IND,Bangalore,Bangalore,1,1/1/2012,2006-01,1,2006-Q1,2012,7/17/2013,5/1/2007,0,7000000,0,0,0,0,0,0,0,0,0,0,0,7000000,0,0,0,0,0,0,0
MobiKwik, Payments ,30250000,operating,IND,New Delhi,Gurgaon,2,1/1/2012,2009-08,3,2009-Q3,2012,7/18/2013,11/5/2014,250000,30000000,0,0,0,0,0,0,0,0,0,0,0,0,30000000,0,0,0,0,0,0
Mobile2Win India, Mobile ,15000000,operating,IND,Mumbai,Mumbai,1,1/1/2012,,,,2012,7/19/2013,11/13/2006,0,15000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MobileVeda, Mobile ,"9,000",operating,IND,Vellore,Vellore,1,1/1/2012,2007-01,1,2007-Q1,2012,7/22/2013,4/1/2007,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mobME Solutions, Mobile ,3400000,operating,IND,Cochin,Cochin,3,1/1/2012,2006-12,4,2006-Q4,2012,7/22/2013,1/14/2014,0,0,0,0,0,0,3400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MobStac, Mobile ,2000000,operating,IND,Bangalore,Bangalore,1,1/1/2012,2009-06,2,2009-Q2,2012,7/23/2013,12/1/2013,0,2000000,0,0,0,0,0,0,0,0,0,0,0,0,2000000,0,0,0,0,0,0
Mobule, Education , NA   ,operating,IND,Bangalore,Bangalore,1,1/1/2012,2013-05,2,2013-Q2,2012,7/23/2013,1/20/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Modern Family Doctor, Health Care , NA   ,operating,IND,Bangalore,Bangalore,1,1/1/2012,,,,2012,7/23/2013,2/20/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Momoe Technologies, Mobile Payments , NA   ,operating,IND,Bangalore,Bangalore,1,1/1/2012,2014-01,1,2014-Q1,2012,7/25/2013,10/20/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monarch Innovative Technologies, Software ,5500000,operating,IND,Mumbai,Mumbai,1,1/1/2012,1984-01,1,1984-Q1,2012,7/25/2013,9/28/2010,0,5500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Money On Mobile, Mobile ,10000000,operating,IND,Mumbai,Mumbai,1,1/1/2012,2010-01,1,2010-Q1,2012,7/26/2013,9/16/2013,0,10000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Money-Wizards, Finance , NA   ,operating,IND,Chennai,Chennai,1,1/1/2012,,,,2012,7/26/2013,10/22/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moser Baer Solar, Clean Technology ,92500000,operating,IND,New Delhi,New Delhi,1,1/1/2012,,,,2012,7/29/2013,9/4/2008,0,92500000,0,0,0,0,0,0,0,0,0,0,0,0,92500000,0,0,0,0,0,0
Motorpaneer, Automotive ,"40,000",operating,IND,New Delhi,New Delhi,1,1/1/2012,2013-08,3,2013-Q3,2012,7/29/2013,8/23/2013,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MoveInSync, Software ,4000000,operating,IND,Bangalore,Bangalore,1,1/1/2012,2009-01,1,2009-Q1,2012,8/1/2013,8/7/2014,0,4000000,0,0,0,0,0,0,0,0,0,0,0,4000000,0,0,0,0,0,0,0
Mowbly, Mobility , NA   ,operating,IND,Hyderabad,Hyderabad,1,1/1/2012,2011-05,2,2011-Q2,2012,8/1/2013,3/31/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mswipe Technologies, E-Commerce , NA   ,operating,IND,Mumbai,Mumbai,2,1/1/2012,,,,2012,8/1/2013,2/3/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
muHive, Social CRM ,"30,000",operating,IND,Bangalore,Bangalore,1,1/1/2012,2012-06,2,2012-Q2,2012,8/3/2013,2/1/2014,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Multistory Learning, Education ,"45,000",operating,IND,Chennai,Chennai,1,1/1/2012,2011-01,1,2011-Q1,2012,8/5/2013,1/3/2013,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Must See India, Travel ,5000000,operating,IND,Bangalore,Bangalore,1,1/1/2012,2007-11,4,2007-Q4,2012,8/5/2013,7/2/2013,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mydala, E-Commerce ,6000000,operating,IND,New Delhi,New Delhi,1,1/1/2012,2009-11,4,2009-Q4,2012,8/6/2013,9/25/2011,0,6000000,0,0,0,0,0,0,0,0,0,0,0,6000000,0,0,0,0,0,0,0
MyDentist, Health Care ,10000000,operating,IND,Mumbai,Mumbai,1,1/1/2012,,,,2012,8/7/2013,1/1/2013,0,10000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
myeasydocs, Document Management ,1000000,operating,IND,Chennai,Chennai,1,1/1/2012,,,,2012,8/7/2013,9/24/2014,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myfriday, Human Resource Automation , NA   ,operating,IND,Bangalore,Bangalore,1,1/1/2012,2012-01,1,2012-Q1,2012,8/9/2013,1/1/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MyLabYogi.com, Health and Wellness , NA   ,operating,IND,Mumbai,Mumbai,1,1/1/2012,2012-01,1,2012-Q1,2012,8/11/2013,9/16/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MyNewDeals.com, Hotels ,200000,operating,IND,Ahmedabad,Ahmedabad,1,1/1/2012,2011-05,2,2011-Q2,2012,8/12/2013,1/1/2010,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
myNoticePeriod.com, Recruiting ,"5,453",operating,IND,Bangalore,Bangalore,1,1/1/2012,2013-05,2,2013-Q2,2012,8/13/2013,9/4/2014,5453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myntra, E-Commerce ,158750000,,IND,Bangalore,Bangalore,9,1/1/2012,2007-01,1,2007-Q1,2012,8/13/2013,1/31/2014,0,158750000,0,0,0,0,0,0,0,0,0,0,0,5000000,25000000,20750000,25000000,8000000,0,0,0
MyParichay, Facebook Applications ,250000,operating,IND,Bangalore,Bangalore,1,1/1/2012,2012-04,2,2012-Q2,2012,8/13/2013,10/1/2011,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MyRefers, Employment ,100000,operating,IND,Mumbai,Mumbai,2,1/1/2012,2013-04,2,2013-Q2,2012,8/14/2013,10/15/2014,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myshaadi.in, Curated Web , NA   ,operating,IND,New Delhi,New Delhi,1,1/1/2012,2011-02,1,2011-Q1,2012,8/14/2013,4/1/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mYwindow, Mobile ,115000,operating,IND,Nagpur,Nagpur,2,1/1/2012,2013-01,1,2013-Q1,2012,8/19/2013,11/20/2012,115000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Naabo Solutions, Software , NA   ,closed,IND,Bangalore,Bangalore,1,1/1/2012,2007-01,1,2007-Q1,2012,8/20/2013,8/13/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
naaptol, E-Commerce , NA   ,operating,IND,Mumbai,Mumbai,1,1/1/2012,2008-01,1,2008-Q1,2012,8/21/2013,8/18/2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NationWide Primary Healthcare Services, Health and Wellness ,1000000,operating,IND,Bangalore,Bangalore,1,1/1/2012,2010-03,1,2010-Q1,2012,8/23/2013,9/25/2013,0,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nazara Technologies, Mobile ,9301500,operating,IND,Mumbai,Mumbai,3,1/1/2012,2000-01,1,2000-Q1,2012,8/23/2013,11/28/2013,0,9301500,0,0,0,0,0,0,0,0,0,0,0,1500000,7000000,0,0,0,0,0,0
Near Page, Advertising ,"10,000",operating,IND,Bangalore,Bangalore,1,1/1/2012,2013-10,4,2013-Q4,2012,8/26/2013,8/11/2013,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nearbuyme.in, E-Commerce , NA   ,operating,IND,IND - Other,Hyderabad-deccan,1,1/3/2012,2014-10,4,2014-Q4,2012,8/26/2013,11/8/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neogrowth, Finance ,1620000,operating,IND,Mumbai,Mumbai,1,1/4/2012,2010-01,1,2010-Q1,2012,8/26/2013,3/26/2014,0,1620000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NephroPlus, Health and Wellness ,14000000,operating,IND,Hyderabad,Hyderabad,2,1/24/2012,2009-01,1,2009-Q1,2012,8/26/2013,3/5/2014,0,14000000,0,0,0,0,0,0,0,0,0,0,0,4000000,10000000,0,0,0,0,0,0
NeST Group, Software ,22250000,operating,IND,Cochin,Cochin,1,1/26/2012,1991-01,1,1991-Q1,2012,8/27/2013,1/1/2006,0,22250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Net Avenue Technologies, Internet , NA   ,operating,IND,Chennai,Chennai,1,1/26/2012,1998-01,1,1998-Q1,2012,8/29/2013,11/5/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netmagic Solutions, Web Hosting ,36000000,acquired,IND,Mumbai,Mumbai,2,1/26/2012,1999-01,1,1999-Q1,2012,8/31/2013,10/7/2010,0,36000000,0,0,0,0,0,0,0,0,0,0,0,0,20000000,16000000,0,0,0,0,0
Network18, Public Relations ,10000000,acquired,IND,New Delhi,New Delhi,1,2/1/2012,,,,2012,9/1/2013,10/1/2009,0,10000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newgen Software Technologies, Software ,25260000,operating,IND,New Delhi,New Delhi,2,2/1/2012,1992-01,1,1992-Q1,2012,9/2/2013,2/3/2014,0,25260000,0,0,0,0,0,0,0,0,0,0,0,0,0,17610000,0,0,0,0,0
News in Shorts, News , NA   ,operating,IND,New Delhi,New Delhi,1,2/7/2012,2013-04,2,2013-Q2,2012,9/3/2013,7/14/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NewsHunt, News ,18000000,operating,IND,Bangalore,Bangalore,1,2/21/2012,,,,2012,9/3/2013,9/22/2014,0,18000000,0,0,0,0,0,0,0,0,0,0,0,0,18000000,0,0,0,0,0,0
nivio, Cloud Data Services ,21000000,closed,IND,New Delhi,Gurgaon,1,3/3/2012,2004-12,4,2004-Q4,2012,9/5/2013,2/9/2012,0,21000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nobel Hygiene, E-Commerce ,11500000,operating,IND,Mumbai,Mumbai,1,3/6/2012,2001-01,1,2001-Q1,2012,9/5/2013,3/8/2013,0,11500000,0,0,0,0,0,0,0,0,0,0,0,11500000,0,0,0,0,0,0,0
Nogle Technologies, Curated Web ,250000,operating,IND,New Delhi,Noida,1,3/17/2012,2011-01,1,2011-Q1,2012,9/6/2013,3/1/2011,0,0,0,0,0,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NoPaperForms.com, Software ,500000,operating,IND,Thane,Thane,1,3/20/2012,2010-01,1,2010-Q1,2012,9/12/2013,7/1/2011,0,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nova Specialty Hospitals, Health Care ,54000000,operating,IND,Bangalore,Bengaluru,1,3/30/2012,2009-01,1,2009-Q1,2012,9/13/2013,8/13/2012,0,0,0,0,0,0,0,0,54000000,0,0,0,0,0,0,0,0,0,0,0,0
NSL Renewable Power, Clean Technology ,5000000,operating,IND,Hyderabad,Hyderabad,1,4/1/2012,1985-01,1,1985-Q1,2012,9/16/2013,5/29/2013,0,5000000,0,0,0,0,0,0,0,0,0,0,0,5000000,0,0,0,0,0,0,0
NxtGen Data Center & Cloud Services, Software ,8800000,operating,IND,Bangalore,Bangalore,1,4/1/2012,2012-01,1,2012-Q1,2012,9/16/2013,9/2/2013,0,8800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nykaa, Fashion ,3400000,operating,IND,Mumbai,Mumbai,1,4/1/2012,,,,2012,9/16/2013,7/3/2014,0,3400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Octro, Online Gaming ,15000000,operating,IND,Delhi,Delhi,1,4/1/2012,2006-01,1,2006-Q1,2012,9/18/2013,6/4/2014,0,15000000,0,0,0,0,0,0,0,0,0,0,0,15000000,0,0,0,0,0,0,0
Ola (ANI Technologies Pvt. Ltd.), Transportation ,276830000,operating,IND,Bangalore,Bangalore,5,4/13/2012,2010-12,4,2010-Q4,2012,9/20/2013,10/25/2014,0,276500000,0,0,0,0,330000,0,0,0,0,0,0,5000000,20000000,41500000,210000000,0,0,0,0
Olah-Viq Software Solutions, Web Development , NA   ,closed,IND,Chennai,Chennai,1,4/17/2012,2010-07,3,2010-Q3,2012,9/24/2013,12/10/2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Omni Hospitals, Biotechnology ,9800000,operating,IND,Hyderabad,Hyderabad,1,4/18/2012,2010-01,1,2010-Q1,2012,9/24/2013,8/7/2013,0,9800000,0,0,0,0,0,0,0,0,0,0,0,9800000,0,0,0,0,0,0,0
One97 Communications, Mobile ,35000000,operating,IND,New Delhi,New Delhi,3,5/1/2012,2000-12,4,2000-Q4,2012,9/25/2013,10/10/2011,0,35000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OneAssist Consumer Solutions, Security , NA   ,,IND,Mumbai,Mumbai,2,5/1/2012,2011-06,2,2011-Q2,2012,9/25/2013,6/1/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OneBreath, Consulting ,3000000,operating,IND,Bangalore,Bangalore,2,5/1/2012,,,,2012,9/30/2013,1/28/2014,0,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Online Prasad, E-Commerce , NA   ,operating,IND,Bangalore,Bangalore,2,5/1/2012,2012-01,1,2012-Q1,2012,9/30/2013,10/13/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
